comment,author,date,score
"I started playing the beta for this game a few hours ago, when is the actual launch date?",John Nicholson,2021-11-18T13:27:57Z,0.0
Biggest scam of a trailer since Dead Island.,Zyker,2021-11-18T11:04:03Z,0.571
"No scoreboard, no classes the game literally is just a version of modern warfare especially with the the running and reload animations all similarly copied. Y’all really gotta bring back those devs you guys had that worked on bf4. And seriously was battle royale even necessary when it literally failed in bfv??",Honestry,2021-11-18T09:52:56Z,0.205
Awesome man,KickAss Movies,2021-11-18T07:53:46Z,0.0
I'm here to dislike this garbage before youtube removes the dislike!,Larry the Hedgehog,2021-11-18T07:22:48Z,0.379
Who remembers that trick shot,Letszerøtheherø,2021-11-18T06:33:48Z,0.231
Here after the drop of early access. Been having fun with it but needs a good handful of polishing. Also Portal doesn’t disappoint 🙂🙂🙂,J MW,2021-11-18T04:31:36Z,0.109
This is how Army and Air Force should do their commercials.,curious,2021-11-18T02:34:18Z,0.0
Who's here after the massive failure this game turned out to be. DICE lost all the good devs it used to have,Bailey Yeager,2021-11-18T01:14:02Z,0.204
So excited to buy this tmrw,Mr Moit,2021-11-18T00:33:04Z,0.0
hey you are looking at this trailer to remember how hyped you were for this disaster of a game,karzan Nawzad,2021-11-17T21:56:06Z,0.213
3:15,Da Funny Boy,2021-11-17T21:11:48Z,0.0
"I can’t believe this game flopped, had so much potential",In AK I Trust,2021-11-17T21:08:03Z,0.0
This is actually disappointing... I was looking forward to this game... The actual product is nothing like it is shown...,Mari Kujo,2021-11-17T20:28:56Z,0.228
Bof,Alex,2021-11-17T20:10:57Z,0.0
Bad company!!!!!,frank miranda,2021-11-17T18:10:20Z,0.824
Bruh that was actually sad when the helicopter hit the guy who gave the thumbs up.,Spooky,2021-11-17T18:09:25Z,0.171
😂,Антон Бобров,2021-11-17T17:40:00Z,0.218
"Wow this trailer was so good. They completely hid the fact that they've pivoted BF from a relatively serious, grounded experience that takes war seriously, into a bunch of goofy light-hearted unlikable specialists (aka heroes) with the most cringe-inducing catchphrases running around extremely bland environments. BF 2042 can be fun at times, but the tone of this game is so far away from BF and completely lacks the immersion of past titles.",AlexKnappa90,2021-11-17T15:25:13Z,0.079
"I thing we need battlefield like battlefield 1 like old war not future war.
its only my opinion.",Adam Ševčík,2021-11-17T15:08:05Z,0.311
this game is just a disapointment man!,fcgcdhydfvvfu vyujvhvf,2021-11-17T14:40:42Z,0.0
the game plays like diarrhea ... and nobody can change my mind.. its SOOOOO bad... cant even copare the game to BFV cause even that game was better! i fckn hate it! its not what the trailers told us....,Juliet PaPa,2021-11-17T12:40:47Z,0.146
0:28 RIP that guy specifically,Cyphen Rozulus,2021-11-17T11:38:01Z,0.0
"Im taking my like back, and I'm disliking this garbage. Dice robbed everyone who pre-ordered once again. 

Fool me once shame on you, fool me twice shame on me. Shoulda known better",ZeroPreSSureDT,2021-11-17T11:29:58Z,0.32
Dislike,Jaegren,2021-11-17T10:58:34Z,1.0
This didn’t age well 😬,Otto Von Bismarck,2021-11-17T08:51:33Z,0.282
Who else coming back after the final product released?,Otto Von Bismarck,2021-11-17T08:49:33Z,0.0
Fix the scoreboard. We're not children.,MrMrHiggins,2021-11-17T07:19:07Z,0.0
I'm glad DICE returned to battlefield 1 like trailers,Random Scrap,2021-11-17T05:55:47Z,0.184
well…when is the next battlefield？,1 ZJMO,2021-11-17T03:48:31Z,0.0
I wish the game I paid $80 for actually looked like the game shown here. 😅🧐,ETERNAL FPS,2021-11-17T00:50:30Z,0.0
Everytime I go to E1 on Breakout nobody is there,Laser Flip To Boneless,2021-11-17T00:08:33Z,0.0
"This trailer got us so hyped, yet the final product disappointed so much...",OAKCUTTER,2021-11-16T22:53:46Z,0.205
"No joystick support, no scoreboard, no VOIP, confusing weapon customization. DO NOT buy this game.",Summary Judgment,2021-11-16T21:49:56Z,0.394
"Excellent Trailer - but NOW we all know, its LIES, LIES...and more LIES.",Martin B.,2021-11-16T21:43:24Z,0.448
"Annual money grinding machine from EA. It has all for catching kids : Fast & Furious tank, Boston Dynamics robots, MUSK's rockets and Bladerunner 2049 neon bloom.",shoti1111,2021-11-16T20:14:22Z,0.12
Rule #2 - Never preorder anything.,Corey,2021-11-16T19:01:44Z,0.0
"mom: we bought a new vacuum cleaner, let's check it out!
cockroaches in the kitchen at this moment:",бегемот,2021-11-16T18:09:27Z,0.0
Imagine a game that has no personal stats and no score board.... Well that's this game back in in the 1990s I guess,UK Grand Master,2021-11-16T16:16:46Z,0.166
Too bad the final game looks and plays nothing like the trailer.,buzzfunk,2021-11-16T16:16:20Z,0.338
What about putting some more Heli into the Game . I think there aren't enough.. KAPPA.,Viipshorty 45,2021-11-16T15:35:04Z,0.0
I miss battlefield 5,IronLad1147,2021-11-16T11:48:43Z,0.677
If everybody stops buying broken poop games this will force them to make an actual playable game,MrTheIntro,2021-11-16T11:32:51Z,0.239
Now we know where all the budget went,ET L69,2021-11-16T11:15:57Z,0.0
I really enjoyed the game but it needs more maps and more weapons,The armored man,2021-11-16T09:47:43Z,0.244
This was the best part of my birthday,o0kittens0o murlk,2021-11-16T05:43:36Z,0.0
Who’s here after playing 😕 they let us down again,Dakari Madison,2021-11-16T05:09:35Z,0.176
"Apparently saying, ""Rendezook"" gets you likes.  So, let's see.",Katie O,2021-11-16T04:08:29Z,0.0
This game is a disgrace,Slushy,2021-11-16T03:40:03Z,0.444
Me playing with my toy planes 3:00,kittens,2021-11-16T02:33:08Z,0.0
i want an all male custom ! why do we HAVE to play as female operators? it wasn't a problem to customize your charakters back then,Swagdalf the Pimp,2021-11-16T01:17:45Z,0.0
"We were thinking they are showing us the game is gonna be fun experience with classic Battlefield moments, they were hiding a fact its not near a classic BF experience we had in BF3/4. We were thinking they are showing us gritty soldiers of the future, but these were AI soldiers and sometimes specialists with their goofy faces covered by the only cosmetics items not being a reskins of default one. We were thinking the game is gonna be loaded with action in destruction, in reality its barren wasteland with little to no destruction on certain maps.  We were thinking will 'be fighting on skyscraper's roofs in Korea and Doha, in reality Kaleidoscope has only 4 skyscrapers on the edges of the map noone cares about and Hourglass is mostly a dunes and skyscrapers almost never becomes a point of interest in Breakthrough because the attackers cant win the second stage and reach the city with 3 points with almost no cover required to be capped",FriON,2021-11-15T22:39:26Z,0.127
"The game has it's ups and downs, but after watching this trailer like a hundred times I can confidently say that this is the best video game trailer I've ever seen.",Snehasish Biswas,2021-11-15T22:29:00Z,0.0
Huge missed opportunity not having a campaign in this game.,MYTH REDACTED,2021-11-15T21:44:09Z,0.154
They need add slide,Rhonmar Dimaano,2021-11-15T20:09:31Z,0.0
"This game is like a Chinatown knock off of Battlefield or Dollar store version of GI Joe. Why take great ideas that worked, an amalgamation of features and game mechanics that evolved for 20 years and leave them out? Where is the scoreboard,  classes (actual squad roles), server browser,  any stat page, 100+ fps, squad selection, team switching, UI info (like an option to see damage done with each shot), VOICE CHAT!?!?!  Don't give us the tired old excuse that ""it maybe coming in a future update"" or ""we may add it later"", you took our money (i refunded and got mine back), we expect a finished game.  These aren't bugs that slipped by testers, these are features intentionally left out.Ill buy it again when its $10 on steam and has the features that should have been in the game upon release.Just stick with one of the dozen other Battlefield or similar games that are out , there's no rush to buy a inferior version of something that already exists.",Pat Murphy,2021-11-15T17:41:59Z,0.1
"I really enjoy the battlefield series but I wanted to share something because you guys are most likely open to hearing about how to make it the best experience overall. 

This is from a snipers perspective. 

There’s something very wrong about hit registration and aim assist. And sniping. 

When having any gun other than a sniper rifle when you’re shooting at someone and aiming down sights the Aim assist throws you off target. And whenever you try to aim on target and the player moves the opposite direction, when you aim to follow them the Aim assist over pushes your aim off the target. 

When sniping, the aim assist and hit reg is so bad, you just shoot through people. It’s like the Hitbox around the character is so precisely to the players skin that if you even are 1 millimeter off target, you miss. Like it’s way too much to the point where pretty much 50% of my shots aren’t registering. and i myself am a very good sniper but there’s something wrong with the aiming. Sure, it could be i just have to get used to the game but if you throw me on bf3 bf4 or bf5 I have no issues. 

I haven’t played enough to know all of the next things I’m about to say about the scopes, I’m still on the 6x. but the sniper scopes… they need scopes with measurements and not just the cross-air line. As a sniper in my opinion this makes me not even want to play it. Coming from bf3 and bf4, It seems like the sniping downgraded. 
There’s also something weird about the bullet drop. for you snipers that have sniped in bf3 and 4 you’ll know what I’m talking about. In battlefield 2042 500m would be equivalent to about 1000m in battlefield 4. In bf2042 maybe they upgraded in realism… I don’t know but in the sniper scope in Battlefield 4 you would have to aim up at least two measurements in order to calculate a bullet drop of over 500 m. In battlefield 2042 all you have to do is aim like one little small inch to shoot across the map. The sniping feels like a war zone. 
Because it does the same thing.

Battlefield sniping used to be so legendary before battlefield hardline. To me sniping in battlefield is about calculation and all different ranges - Short, medium, and long. 
I have faith in the entire games growth but something I would really like to see is more in-depth sniper scopes and maybe a fix on the bullet drop. Or maybe instead of fixing the whole bullet drop which they probably won’t do, they could instead make one of those select meter adjustments like they did in battlefield 4. 

I know I’m going off of bf4 a lot but Battlefield 4 sniping is in my opinion 100% flawless.",CrazyGorillaX,2021-11-15T16:00:08Z,0.139
Real game looks nothing like this,NotALuckyTurret,2021-11-15T13:39:04Z,0.297
I love this game.,Klapp Stuhl,2021-11-15T12:12:04Z,0.0
"I can do Everything for The Company To play This Game 🎮.. but i just Wanna play it, i am dying to see other players gaming 2042.",Shubham Wadhawan,2021-11-15T07:59:56Z,0.0
Gaming of years i am 100% sure 2021,2020 Gaming Network,2021-11-15T07:00:27Z,0.0
"Respect for letting us try it . 
The game is utter garbage playable on new gen consoles but still looking like last gen title. It was a good run BF, i’m out . Deleted the free trial.",Citizen,2021-11-15T06:16:52Z,0.0
Stun gravy beast,Hectic_ Kehz,2021-11-15T05:31:15Z,0.0
I love that Weapons are still OG.,Rahul,2021-11-15T04:29:11Z,0.24
Can't wait for battlefield 1842,Mao Shaikh,2021-11-15T03:44:07Z,0.0
Lmao in 4:25 you can see it says “why walk when you can fly.” 💀,Kitty-chan Okasaowa,2021-11-15T03:34:33Z,0.0
The game graphics are so beautiful.  The video really inspires players.,Hữu Huy Nguyễn,2021-11-15T03:03:31Z,0.0
I wasted my money thinking the game would be like this. All I got was another bfv trash,Marshall,2021-11-15T02:26:53Z,0.147
And no campaign… kinda disappointed,AJ Griffith,2021-11-15T02:06:04Z,0.625
"Well, the marketing team understood Battlefield.  ...Shame no one else did.",DustyGamma,2021-11-15T01:48:02Z,0.465
Welp..,Mystix,2021-11-15T00:14:44Z,0.0
It sux,Cristian Lugano,2021-11-15T00:11:15Z,0.714
I watch this to hype me up before my workouts,Kai Yamashita,2021-11-14T23:57:33Z,0.0
This gonna be my first battlefield game to play and im hype for this :D,lolomatics,2021-11-14T21:57:22Z,0.119
"i swear, if you gonna go gettin me pumped for this game using my favorite band, you had BETTER deliver something great.  Because I dont think ive ever been more pumped for an EA game, and i absolutely LOVE Mass effect.",Justin Yocom,2021-11-14T19:38:27Z,0.023
3:10 that part is just lit 😍,Amazing Creator,2021-11-14T18:48:20Z,0.0
Anyways be else think that first strike of lighting sounds strangely…farty?,Bri Guy,2021-11-14T15:42:49Z,0.13
Rendezook tho besides at least it's a tactical move...cheating....but tactical,Future hero,2021-11-14T14:11:45Z,0.0
That will let you buy on steam but it won't let you play it yet I loaned us the hard way,Ben Stenson,2021-11-14T10:02:13Z,0.179
It's my idea or this Battlefield looks chaotic?,EmmanuelEPE,2021-11-14T03:36:56Z,0.508
"Random guy - Have you seen Joe?
Player - Whose Joe?
Random guy - JOE MAMA! HAHAHAHAHA
*Random guy dies*",Hayden Vasquez,2021-11-14T01:24:13Z,0.0
"Hmm, we’ll see how this ages in the long run. Cause right now it’s like bad milk.


But it could be a wonderful aged cheese in the future.",E Dubble's Spirit,2021-11-14T01:12:10Z,0.066
this trailer........just feels different..to the actual game!,Gaz Da Lad,2021-11-14T01:11:10Z,0.0
"There is no way to trigger that explosion 1:30, I've tried to find that spot and it is simply not in the game.",Andreas,2021-11-13T23:17:58Z,0.091
First comments after launch early acces. Game really looks good like in the trailer.,George M.,2021-11-13T22:32:15Z,0.0
The problem with the jet part is that it looks too realistic and that it’s so f—ing epic,LiamV1BES,2021-11-13T22:16:33Z,0.137
When its coming out? Fall 2022? Current beta has some problems but video looks sick!,Kudlaful,2021-11-13T22:09:37Z,0.348
Wingsuits are pretty much the ultimate plot armor in the game,Late for dinner,2021-11-13T20:44:20Z,0.0
Wingsuits are pretty much are the ultimate plot armor in the game,Late for dinner,2021-11-13T20:42:42Z,0.0
This game sucks DO NOT BUY,Bowen Zheng,2021-11-13T20:40:19Z,0.333
Looks like the Russians lost a bit more money based on the cost of the Sukhoi and the 2 black sharks as well as those tanks and the falling wall and those guys at the tornado,🇺🇲 Southern American,2021-11-13T20:15:27Z,0.096
